emp_id,salary,bonus
1664,120975,29744
1665,35972,22945
1666,78063,29243
1667,95488,20831
1668,87055,28189
1669,133409,29196
1670,94366,11286
1671,40931,29227
1672,37702,21958
1673,114834,18916
1674,51540,14934
1675,87450,17762
1676,127576,25400
1677,95252,15550
1678,76904,28611
1679,82320,9024
1680,61000,13722
1681,125341,22374
1682,32599,7120
1683,117636,26348
1684,126045,23825
1685,130539,10877
1686,114719,15720
1687,86165,23904
1688,88855,25792
1689,133777,22335
1690,30018,19659
1691,30858,5964
1692,55992,7134
1693,62580,25838
1694,100916,7244
1695,65800,7803
1696,149193,8911
1697,88770,16216
1698,84941,6408
1699,114451,26621
1700,135775,25977
1701,67487,18195
1702,42943,16170
1703,133167,29435
1704,132342,12663
1705,91457,14809
1706,48836,12113
1707,131150,13142
1708,136368,27761
1709,41394,29992
1710,102158,18778
1711,140599,26985
1712,55280,22772
1713,148150,27680
1714,107318,9367
1715,31159,17679
1716,100162,15786
1717,53440,18012
1718,132026,14938
1719,107166,16693
1720,82712,16051
1721,139578,8978
1722,77656,20611
1723,36589,9490
1724,78241,22236
1725,53233,11377
1726,65011,14903
1727,38177,19567
1728,64528,27885
1729,144506,29498
1730,133746,20788
1731,91351,29812
1732,121908,22440
1733,86831,7260
1734,81827,22292
1735,53508,21833
1736,84933,21952
1737,110501,8498
1738,98772,18961
1739,45611,15518
1740,52282,17501
1741,71003,27254
1742,111365,6308
1743,104216,20902
1744,148964,5717
1745,41340,8345
1746,126629,20370
1747,116643,28598
1748,104684,29066
1749,138610,18953
1750,113035,24102
1751,48165,14095
1752,139322,14642
1753,120762,22839
1754,48260,28681
1755,84515,12035
1756,120452,25614
1757,139446,5531
1758,60480,7267
1759,82527,21716
1760,89789,26633
1761,81902,28583
1762,62191,27105
1763,89488,21130
1764,105082,18736
1765,66044,14513
1766,79600,18815
1767,117457,29396
1768,78776,29312
1769,132476,17244
1770,141487,14900
1771,42836,27884
1772,104525,16718
1773,82648,21784
1774,43740,28423
1775,125716,16822
1776,43102,16229
1777,110893,8991
1778,81334,22441
1779,143917,12933
1780,60255,19583
1781,131630,24377
1782,55221,13233
1783,93265,18088
1784,30719,21410
1785,113442,24917
1786,53140,7618
1787,85779,14362
1788,31069,11639
1789,84714,28013
1790,103285,29011
1791,42935,12042
1792,133191,16391
1793,149362,7018
1794,74035,17952
1795,126256,21240
1796,57937,26262
1797,48540,24282
1798,103480,27459
1799,78702,7047
1800,108283,26586
1801,106041,22942
1802,141753,6722
1803,107233,9052
1804,66907,6651
1805,45221,26606
1806,84781,6778
1807,37087,5683
1808,116998,14471
1809,52789,23394
1810,86023,18937
1811,63400,23966
1812,32199,13505
1813,77316,12443
1814,139559,10492
1815,117273,21827
1816,82062,23055
1817,145310,8266
1818,101609,28809
1819,46744,10909
1820,106095,17869
1821,85517,12014
1822,128231,26863
1823,78865,16287
1824,103937,12819
1825,107195,26525
1826,137426,19837
1827,43894,20186
1828,59160,15056
1829,83095,5715
1830,59272,22275
1831,84021,25191
1832,120048,21884
1833,63645,24024
1834,142079,17694
1835,51179,13894
1836,40691,23717
1837,111646,23578
1838,130827,28321
1839,75311,15201
1840,125381,29959
1841,69038,15515
1842,54967,14077
1843,58478,22975
1844,85775,26443
1845,100624,25782
1846,70332,15443
1847,37066,9440
1848,69313,6783
1849,97857,18113
1850,75900,10385
1851,120069,9117
1852,120045,11982
1853,71098,7583
1854,38294,14921
1855,141857,18407
1856,92580,20316
1857,68101,18756
1858,55059,29838
1859,126784,20348
1860,70626,7430
1861,50703,27053
1862,133693,12060
1863,91417,29967
1864,146536,7936
1865,89228,16864
1866,33205,14307
1867,64929,11709
1868,113384,14075
1869,63411,25707
1870,110522,11616
1871,41628,7419
1872,133655,6399
1873,100089,14768
1874,36518,23468
1875,68491,29188
1876,37946,19245
1877,30610,17978
1878,99838,28371
1879,64311,26540
1880,129770,19436
1881,71876,26693
1882,110192,6535
1883,134540,26137
1884,142023,13281
1885,80333,20365
1886,81298,28432
1887,114192,18450
1888,71811,9190
1889,100072,23038
1890,145407,15093
1891,149368,15871
1892,72974,28937
1893,49856,12452
1894,131946,29941
1895,74830,8960
1896,111983,11834
1897,75823,15564
1898,128863,19742
1899,130037,10091
1900,104397,21902
1901,115814,8710
1902,97078,22213
1903,137767,11627
1904,97951,29846
1905,139287,12988
1906,42905,7986
1907,51601,28159
1908,133691,28074
1909,117099,26198
1910,70955,15509
1911,102179,20300
1912,78435,17665
1913,54044,21560
1914,41246,15513
1915,32458,14906
1916,88507,11170
1917,36028,7623
1918,133751,24162
1919,149247,20576
1920,81901,25136
1921,130252,9365
1922,36306,16379
1923,136555,9340
1924,136396,9755
1925,57678,20963
1926,120444,29660
1927,42363,25054
1928,44066,14098
1929,93804,20991
1930,144433,24905
1931,78544,23259
1932,128247,8958
1933,30189,7136
1934,41752,15788
1935,37482,14045
1936,46679,5506
1937,120088,13599
1938,30799,26774
1939,120917,13715
1940,39934,26997
1941,87558,28134
1942,89223,8050
1943,114620,19783
1944,71556,28476
1945,39909,7397
1946,121467,12912
1947,140719,29903
1948,121404,6309
1949,73558,12202
1950,109382,12700
1951,117793,9718
1952,58013,10950
1953,133018,15233
1954,52875,19171
1955,120253,15726
1956,41408,22139
1957,65607,5145
1958,91684,26500
1959,66281,17014
1960,57326,24958
1961,43601,26307
1962,31135,6858
1963,52741,9722
1964,41913,8598
1965,40101,18583
1966,48631,19869
1967,102084,22013
1968,132820,20216
1969,66870,16358
1970,78985,8518
1971,146236,27942
1972,57215,9352
1973,92110,17106
1974,132815,12429
1975,49215,14096
1976,121118,10555
1977,44024,12997
1978,106949,15809
1979,111855,21491
1980,114982,14868
1981,75483,26882
1982,136279,25639
1983,147740,9195
1984,127572,13456
1985,108157,8821
1986,40511,22060
1987,49923,16678
1988,40558,10178
1989,127771,15898
1990,30526,10566
1991,147495,25353
1992,31753,10420
1993,56248,5607
1994,44656,10674
1995,53266,27272
1996,94555,26716
1997,92995,28740
1998,105756,28170
1999,113574,7394
2000,108277,16051
2001,100377,13070
2002,132345,26533
2003,126111,27673
2004,95402,15039
2005,84176,7021
2006,71733,29168
2007,44418,25982
2008,67185,24399
2009,71745,26694
2010,123417,21110
2011,83787,7048
2012,110123,27353
2013,82035,5893
2014,117804,18043
2015,95984,16792
2016,82462,18613
2017,67353,19316
2018,141055,11087
2019,103644,7933
2020,149097,23665
2021,78302,13264
2022,106979,6380
2023,52435,21867
2024,87728,14221
2025,128598,16973
2026,31238,18164
2027,110857,25163
2028,111610,11101
2029,43049,9954
2030,87193,10953
2031,65584,11280
2032,96634,5778
2033,44679,8475
2034,64505,9723
2035,81341,19890
2036,131069,28270
2037,80374,11713
2038,76998,13601
2039,106970,22443
2040,85701,27757
2041,74859,28778
2042,63178,23693
2043,57575,22984
2044,49329,17735
2045,87254,23617
2046,133090,28737
2047,137373,14489
2048,145474,18974
2049,114029,21735
2050,117366,18724
2051,134139,16414
2052,130290,15623
2053,103662,20395
2054,137374,11469
2055,70068,15705
2056,88951,8166
2057,117629,26637
2058,143852,7209
2059,65171,13747
2060,38262,5299
2061,73270,25250
2062,50785,29931
2063,69469,18551
2064,98831,5563
2065,111223,17201
2066,75643,26272
2067,97657,14214
2068,33582,22574
2069,142781,24594
2070,60280,15096
2071,148885,27762
2072,72589,15228
2073,134004,14218
2074,70000,29831
2075,132592,23802
2076,127208,19613
2077,31085,23947
2078,111427,24335
2079,45600,19093
2080,127994,28767
2081,89801,21653
2082,91739,11619
2083,104181,27031
2084,147309,14119
2085,137114,29639
2086,71596,9555
2087,147036,18327
2088,100410,6042
2089,109303,10444
2090,82188,26387
2091,56825,9188
2092,40913,18060
2093,111751,15233
2094,114269,8088
2095,44332,6646
2096,84895,18127
2097,34432,5487
2098,118095,20453
2099,56570,24465
2100,135569,6747
2101,36103,21911
2102,139316,22551
2103,45900,25994
2104,88415,21278
2105,97567,25856
2106,92713,16931
2107,113169,29045
2108,88639,27188
2109,118728,5483
2110,115476,5451
2111,136823,9069
2112,38988,27039
2113,133603,18386
2114,108488,12207
2115,122905,9397
2116,131398,10671
2117,32977,24517
2118,145650,23157
2119,134029,27006
2120,84641,14190
2121,31268,12412
2122,144465,23449
2123,84431,13589
2124,46756,19929
2125,50764,11332
2126,89912,20979
2127,70385,12913
2128,45032,14995
2129,125014,6946
2130,75702,8415
2131,41885,6394
2132,39796,20084
2133,134583,7421
2134,62863,25303
2135,111014,12345
2136,62117,24467
2137,50753,13030
2138,50325,29504
2139,37021,15980
2140,110721,6844
2141,83096,6804
2142,101404,14081
2143,43071,23887
2144,94649,23277
2145,38041,23050
2146,112051,9344
2147,139611,27975
2148,70058,24449
2149,78263,26459
2150,121502,16833
2151,134820,24459
2152,137645,6259
2153,74470,23604
2154,117826,26825
2155,126238,18859
2156,58223,16030
2157,63575,26319
2158,75799,7447
2159,144738,8129
2160,139704,23282
2161,51661,12697
2162,111975,28075
2163,66432,25887
2164,129047,8949
2165,61147,15659
2166,59114,13010
2167,36030,28823
2168,120051,21400
2169,77429,12959
2170,77743,11241
2171,125869,19787
2172,95615,12906
2173,77577,24406
2174,124584,18185
2175,140436,18303
2176,32966,6266
2177,143838,5478
2178,33728,25680
2179,67304,8977
2180,79277,11068
2181,134117,16736
2182,120330,25658
2183,30947,17740
2184,108101,27797
2185,111380,12791
2186,96130,5485
2187,51414,17280
2188,126226,9673
2189,112060,5337
2190,123005,20092
2191,49439,28284
2192,121742,7003
2193,88220,6471
2194,76785,28111
2195,66973,23426
2196,117091,16620
2197,103318,22903
2198,98196,11489
2199,144317,25772
2200,135160,12856
2201,36089,14365
2202,100854,6605
2203,92235,10664
2204,122141,28323
2205,59400,26501
2206,45405,10379
2207,147240,16585
2208,82763,7124
2209,60209,18421
2210,103598,9991
2211,47424,11794
2212,136810,22830
2213,119523,8306
2214,139955,23756
2215,50556,21534
2216,123137,20905
2217,49330,23043
2218,111266,27523
2219,33236,14070
2220,99216,12199
2221,60312,23703
2222,143687,24267
2223,51191,19133
2224,139602,29187
2225,113457,22899
2226,66640,16579
2227,130171,21973
2228,92293,5587
2229,144124,24003
2230,145849,26871
2231,66688,11223
2232,101229,19197
2233,115802,14387
2234,139252,9353
2235,122024,19839
2236,54122,7605
2237,71224,7538
2238,124540,18896
2239,36331,13757
2240,117102,21198
2241,141411,6756
2242,72262,6360
2243,142157,23757
2244,137690,6195
2245,146214,23515
2246,136435,13009
2247,140100,27027
2248,116314,18792
2249,89592,20777
2250,63926,24794
2251,116287,23751
2252,149318,24727
2253,148201,20025
2254,47528,28665
2255,30068,24481
2256,99253,6333
2257,110754,28549
2258,73968,17836
2259,120938,8336
2260,78623,13157
2261,127179,24468
2262,72129,8387
2263,143996,9713
2264,124688,29189
2265,91321,10101
2266,41526,7431
2267,122452,6016
2268,138511,22025
2269,121564,25446
2270,56709,13507
2271,137535,5440
2272,45063,22522
2273,34723,19634
2274,34213,10243
2275,52797,7303
2276,131770,19986
2277,114946,17334
2278,118918,19040
2279,75217,10950
2280,98283,12046
2281,53655,11606
2282,125884,8421
2283,107990,18434
2284,42587,23462
2285,52555,11103
2286,58071,25534
2287,50239,7200
2288,127138,25935
2289,79151,27813
2290,32203,13227
2291,43635,14009
2292,82571,19221
2293,31144,19108
2294,62699,6946
2295,114619,8956
2296,121663,17543
2297,42213,23609
2298,46944,12715
2299,96723,8325
2300,98669,13699
2301,98947,8745
2302,64457,17308
2303,132711,17069
2304,65191,29544
2305,146057,26198
2306,102264,27487
2307,87924,18489
2308,63744,22789
2309,83424,18348
2310,118417,27474
2311,108337,28671
2312,106084,23420
2313,62886,27418
2314,129846,7677
2315,149550,27528
2316,114963,6744
2317,30972,16175
2318,129219,15550
2319,36621,14423
2320,121549,6177
2321,79738,5761
2322,87694,9778
2323,84777,11458
2324,44530,27007
2325,37354,26098
2326,76529,25110
2327,132895,14735
2328,81714,23317
2329,118759,24945
2330,71232,12179
2331,82079,19849
2332,42550,9444
2333,118196,7964
2334,90385,14222
2335,94736,17811
2336,126565,15067
2337,60268,12224
2338,142655,15472
2339,121876,20126
2340,34290,8101
2341,85034,8897
2342,60138,8678
2343,101982,6843
2344,149855,23322
2345,43432,20958
2346,97058,29828
2347,88175,29250
2348,63329,12083
2349,99076,26756
2350,42328,6466
2351,64247,22119
2352,36677,5339
2353,91810,16779
2354,80357,22760
2355,85812,26103
2356,71616,22088
2357,91284,8724
2358,79741,13189
2359,83478,25802
2360,84056,26643
2361,121483,15334
2362,75534,5552
2363,109056,8491
2364,94162,5789
2365,74711,6173
2366,52805,5552
2367,125980,24806
2368,50143,9211
2369,105828,13823
2370,138380,21653
2371,92473,5860
2372,46017,5290
2373,93202,14649
2374,120859,19344
2375,71423,10870
2376,71713,5629
2377,117856,12007
2378,104310,21186
2379,32205,10943
2380,83266,21858
2381,42342,26016
2382,99563,9080
2383,93190,17972
2384,111863,6760
2385,51200,16274
2386,37188,9708
2387,32808,28304
2388,43851,17166
2389,110890,8398
2390,94928,19930
2391,45058,15515
2392,44620,19705
2393,82755,8561
2394,92995,25228
2395,126766,15607
2396,66681,25188
2397,94509,18018
2398,113339,14816
2399,97703,22892
2400,97680,25494
2401,97703,26237
2402,138056,11831
2403,72136,13195
2404,121380,8447
2405,123699,18680
2406,118456,10584
2407,113086,8791
2408,66343,26465
2409,147529,14352
2410,48254,22217
2411,91273,19698
2412,89611,15190
2413,147574,10335
2414,144847,26871
2415,135547,11260
2416,90002,20605
2417,115683,23559
2418,42926,14573
2419,129359,25557
2420,94264,7788
2421,145021,28844
2422,148284,16013
2423,119527,17369
2424,137387,29917
2425,57563,11721
2426,60688,25575
2427,124559,12312
2428,64130,29571
2429,30925,19912
2430,81595,9616
2431,46321,5995
2432,40769,5356
2433,66748,29761
2434,70028,6693
2435,46151,7590
2436,106133,14534
2437,64187,12921
2438,73835,6691
2439,30059,14274
2440,130828,23441
2441,115717,7904
2442,57235,16387
2443,124208,25835
2444,97114,16609
2445,75366,11937
2446,142831,23764
2447,111583,13208
2448,62160,20783
2449,129011,13515
2450,120085,7070
2451,35277,22314
2452,31780,17746
2453,76579,18771
2454,147101,17844
2455,141449,22828
2456,90750,17228
2457,86902,29978
2458,110198,24786
2459,146849,25936
2460,127052,22905
2461,62161,8098
2462,74499,29504
2463,61886,28739
2464,38800,23571
2465,79460,23952
2466,100975,15985
2467,99843,13283
2468,32364,26331
2469,46568,18555
2470,68092,9940
2471,101019,9762
2472,92679,6753
2473,95781,10054
2474,38430,18276
2475,103719,26276
2476,68692,10781
2477,60086,21471
2478,79671,23025
2479,128262,7962
2480,43901,10413
2481,33907,12420
2482,128580,13742
2483,58604,15638
2484,67869,11910
2485,44537,26557
2486,42501,15482
2487,149261,26613
2488,67371,17029
2489,144639,13815
2490,141690,8757
2491,66821,9796
2492,118732,8292
2493,36073,8832
2494,144829,7611
2495,91005,13353
2496,106097,15274
2497,48101,13228
2498,141052,16068
2499,61426,28150
2500,124877,28921
2501,37313,26680
2502,60773,8346
2503,58003,9054
2504,89668,20992
2505,121956,9200
2506,101250,19491
2507,145087,13527
2508,149451,19245
2509,122675,15535
2510,121634,22944
2511,72294,12522
2512,43582,18173
2513,139119,9164
2514,43760,17438
2515,101791,28104
2516,112158,26823
2517,65983,9852
2518,70309,27979
2519,59715,11713
2520,66415,8183
2521,117328,13032
2522,138112,19275
2523,118260,23793
2524,81581,9298
2525,33652,23918
2526,56297,10599
2527,127958,5003
2528,44028,18440
2529,43803,16289
2530,36307,16040
2531,61325,18264
2532,88616,21410
2533,90483,10161
2534,61574,5964
2535,149828,20942
2536,114798,27591
2537,97071,24480
2538,44932,21455
2539,45749,10601
2540,38727,19184
2541,85406,7947
2542,47332,15507
2543,125070,17089
2544,40834,11238
2545,50325,25874
2546,39213,18156
2547,143741,7411
2548,31403,20674
2549,86971,13308
2550,148199,15403
2551,147623,7924
2552,84030,7837
2553,103042,5576
2554,125195,19641
2555,37591,13963
2556,42996,29291
2557,133364,13391
2558,82485,23139
2559,77830,13371
2560,64370,23789
2561,87572,11883
2562,109008,29547
2563,59098,20658
2564,91561,11139
2565,32196,19184
2566,41091,17965
2567,110576,15493
2568,95254,24372
2569,79262,27168
2570,144320,6119
2571,36023,7214
2572,50543,13000
2573,90029,13065
2574,123913,15103
2575,132171,24285
2576,72337,6085
2577,70409,21557
2578,100540,18564
2579,39963,8532
2580,43796,22622
2581,70972,9834
2582,102613,25197
2583,125384,17008
2584,108062,17962
2585,33261,19461
2586,47046,28468
2587,43397,19588
2588,90436,13012
2589,120805,23357
2590,131694,25166
2591,55757,23628
2592,147706,14849
2593,45299,13604
2594,31902,18767
2595,148859,20111
2596,145016,12221
2597,72399,12814
2598,78330,16602
2599,76308,17284
2600,33846,22766
2601,42359,20510
2602,79376,6123
2603,98056,17521
2604,70832,26565
2605,50098,25396
2606,147095,7243
2607,134987,7589
2608,79962,14970
2609,118672,22513
2610,65885,19630
2611,126256,16714
2612,51157,14749
2613,78372,27683
2614,49674,9501
2615,62357,28423
2616,42578,24157
2617,32251,24169
2618,109049,28324
2619,67429,6706
2620,122641,23985
2621,76871,13566
2622,116526,6612
2623,55499,21838
2624,36421,9297
2625,82204,22859
2626,54591,20546
2627,90940,20967
2628,122515,14045
2629,116371,6391
2630,133229,15579
2631,42202,13453
2632,130950,13008
2633,121202,20948
2634,49290,10425
2635,48130,19157
2636,67077,22021
2637,145136,13356
2638,49396,7805
2639,90848,20447
2640,113488,6223
2641,90530,8342
2642,94274,29626
2643,148179,21872
2644,57122,26526
2645,59381,13856
2646,75435,22630
2647,135614,11061
2648,53267,18532
2649,143271,24094
2650,137543,25745
2651,91978,25336
2652,37088,5880
2653,127354,21818
2654,42822,11124
2655,149456,29488
2656,80216,10184
2657,66589,23368
2658,95262,18223
2659,87911,14984
2660,31436,7798
2661,91854,12603
2662,91888,18283
2663,141201,16704
2664,57281,18320
2665,118017,6493
2666,126005,24063
2667,114403,20707
2668,136023,23009
2669,83952,24401
2670,52766,23231
2671,125273,8246
2672,51213,20925
2673,123891,6316
2674,92239,23334
2675,52537,21607
2676,32794,7026
2677,89204,6547
2678,139832,20289
2679,62324,8778
2680,86764,21118
2681,60858,11511
2682,72850,27169
2683,43018,12757
2684,113017,25107
2685,80790,6523
2686,111120,23356
2687,39850,17720
2688,121237,18574
2689,136759,25988
2690,139488,17795
2691,75975,22000
2692,95510,25899
2693,95696,26575
2694,55832,27158
2695,126746,20862
2696,117826,24005
2697,124977,17433
2698,54886,23477
2699,127930,24560
2700,38418,12484
2701,37081,17408
2702,132716,24954
2703,40114,22450
2704,147845,23530
2705,48722,5705
2706,117508,23742
2707,47985,18525
2708,35888,24918
2709,99254,8812
2710,127683,16652
2711,138918,25152
2712,113845,27362
2713,49299,7319
2714,86050,13163
2715,136747,26605
2716,52036,5209
2717,115421,9834
2718,59346,24191
2719,143507,17446
2720,144673,8962
2721,56691,18028
2722,135578,23774
2723,144063,26903
2724,47986,16717
2725,57846,9794
2726,79665,21229
2727,143408,7444
2728,71401,15775
2729,103728,13332
2730,134805,29867
2731,80054,24248
2732,68487,25561
2733,39412,7607
2734,111499,25320
2735,81473,24301
2736,129159,23602
2737,96553,23181
2738,35279,14168
2739,105948,7573
2740,37712,23973
2741,45817,8283
2742,83832,14991
2743,123616,22845
2744,86224,25801
2745,36624,5713
2746,59126,23807
2747,112115,28604
2748,110667,6890
2749,67462,24951
2750,88676,10375
2751,76815,20579
2752,132955,14870
2753,118911,23531
2754,56093,14109
2755,141030,15716
2756,147385,23190
2757,62525,20817
2758,59030,9051
2759,74067,13751
2760,145745,18640
2761,35207,15103
2762,106433,8762
2763,56639,16743
2764,32792,15087
2765,30420,17122
2766,124760,20841
2767,49198,29624
2768,65608,15042
2769,76205,28294
2770,112951,11173
2771,135943,23516
2772,47875,11932
2773,100511,22909
2774,121997,21712
2775,51331,7657
2776,46893,13779
2777,94913,27356
2778,48243,26752
2779,45535,27355
2780,93203,24589
2781,100597,11833
2782,97394,27525
2783,55489,28916
2784,109214,12907
2785,130369,6598
2786,142695,8851
2787,114886,12582
2788,43346,16009
2789,78005,12823
2790,36773,9607
2791,125001,10507
2792,105324,10934
2793,62343,14203
2794,142398,26952
2795,132746,9659
2796,104783,9398
2797,75963,11242
2798,71983,15796
2799,65972,19377
2800,46959,11611
2801,144886,19775
2802,119343,11712
2803,64133,23407
2804,119754,27560
2805,81150,9507
2806,51734,18937
2807,118364,24569
2808,47400,17343
2809,50002,29107
2810,128329,19035
2811,66492,16533
2812,127753,21579
2813,131762,20438
2814,123468,18968
2815,138863,22490
2816,60875,24173
2817,55046,15376
2818,53664,26168
2819,54453,5718
2820,34746,12076
2821,119509,8995
2822,43217,5305
2823,93184,26814
2824,118898,13579
2825,71835,13916
2826,39133,19177
2827,131345,18202
2828,70533,29570
2829,35404,7596
2830,63339,19841
2831,58725,23819
2832,104332,29754
2833,75380,20788
2834,78073,23287
2835,90873,20883
2836,116900,14896
2837,71341,24767
2838,31236,25559
2839,97916,28565
2840,135481,25926
2841,44538,18376
2842,41971,26875
2843,138601,19838
2844,129821,17857
2845,113453,29671
2846,68655,6283
2847,107022,19920
2848,90784,5247
2849,148177,11642
2850,91289,22365
2851,67410,9363
2852,120982,18951
2853,81302,22949
2854,51703,23525
2855,74191,5735
2856,148454,15851
2857,84112,19406
2858,41399,19928
2859,134365,21832
2860,42685,12534
2861,117777,6835
2862,34487,9715
2863,42018,5613
2864,60825,27618
2865,37750,27012
2866,88956,5876
2867,80229,15767
2868,113220,14325
2869,73118,5671
2870,89615,6630
2871,109946,28823
2872,87290,5360
2873,45105,19713
2874,48913,28757
2875,131564,15584
2876,79515,8901
2877,77342,22181
2878,142016,23167
2879,145533,19790
2880,82184,28435
2881,113247,21450
2882,90506,27061
2883,54967,20314
2884,66023,7090
2885,84288,27454
2886,131541,27316
2887,56622,16707
2888,75201,29809
2889,105033,6055
2890,46350,11256
2891,84820,19141
2892,78709,17746
2893,118232,8347
2894,57470,14361
2895,60889,18668
2896,40224,9101
2897,137260,12507
2898,35465,20327
2899,112418,13685
2900,127739,8179
2901,123480,17035
2902,85214,27598
2903,125373,22747
2904,32944,20009
2905,54336,28651
2906,68624,16590
2907,95206,6056
2908,74764,5142
2909,127332,16507
2910,124325,26215
2911,75420,29183
2912,119758,15076
2913,134381,23648
2914,95671,23308
2915,45773,17237
2916,137596,7481
2917,56447,15082
2918,34033,28361
2919,85852,12896
2920,50497,24509
2921,109714,12050
2922,102082,11011
2923,103932,20330
2924,50978,16414
2925,138867,9150
2926,42882,20876
2927,46945,12004
2928,117320,14198
2929,86485,6220
2930,98850,9661
2931,148648,9866
2932,89870,6797
2933,48595,10974
2934,114291,18165
2935,127847,24255
2936,94038,23001
2937,86126,12005
2938,141231,27455
2939,126134,9612
2940,65449,25141
2941,131110,23416
2942,140265,14865
2943,48639,16891
2944,75370,15283
2945,126559,9953
2946,104628,25698
2947,101918,26047
2948,72710,12051
2949,84051,17545
2950,90639,27016
2951,33159,18248
2952,101192,26880
2953,96988,22276
2954,137739,22355
2955,48706,21486
2956,39862,20139
2957,40219,20508
2958,119017,27435
2959,64536,26529
2960,101632,8246
2961,133489,27238
2962,107391,25096
2963,92886,18965
2964,138798,8417
2965,109996,11445
2966,63937,10417
2967,51094,20494
2968,134894,18366
2969,145074,25535
2970,147118,18302
2971,57924,27901
2972,113325,8659
2973,30123,12506
2974,83149,25936
2975,143930,10673
2976,101445,7157
2977,61854,21965
2978,90796,5795
2979,99432,16389
2980,88968,23267
2981,70834,16559
2982,137677,18490
2983,47111,11044
2984,102575,14001
2985,140380,26604
2986,54099,5572
2987,99206,6206
2988,80293,21283
2989,138871,18096
2990,148719,24464
2991,45029,7460
2992,61811,25389
2993,45793,9925
2994,136854,23997
2995,78106,6715
2996,115662,19439
2997,114764,26629
2998,114131,6569
2999,30972,22060
3000,30360,18232
3001,32632,15025
3002,65958,19605
3003,133252,7513
3004,110882,13992
3005,143858,14333
3006,48008,21225
3007,107656,18923
3008,60283,24436
3009,80908,7031
3010,37818,22892
3011,100655,14302
3012,60579,9329
3013,85178,22296
3014,87584,26627
3015,95020,10322
3016,141257,6055
3017,143204,29014
3018,125373,12107
3019,30975,10670
3020,93479,17381
3021,46265,18833
3022,93518,23134
3023,34318,12575
3024,65081,16363
3025,88649,27771
3026,145475,8012
3027,147116,24812
3028,137051,16754
3029,73069,27847
3030,143352,10138
3031,108670,29932
3032,134968,27644
3033,141686,26639
3034,106377,21198
3035,121671,9391
3036,42427,17812
3037,70251,18412
3038,129667,28931
3039,132263,12322
3040,55165,14809
3041,97285,10224
3042,128844,12951
3043,94927,18837
3044,103170,16391
3045,106150,17688
3046,54866,14787
3047,40282,6989
3048,50319,7604
3049,66726,23791
3050,45412,5063
3051,132163,17152
3052,103586,24196
3053,54583,16013
3054,113577,9027
3055,91922,19959
3056,36185,5101
3057,116348,16490
3058,121368,21056
3059,86389,8135
3060,47423,22564
3061,81268,10509
3062,142692,28914
3063,71644,7728
3064,66786,12631
3065,125201,15884
3066,105525,29974
3067,113744,21788
3068,148222,7873
3069,118590,20491
3070,60477,8268
3071,125910,24078
3072,136756,15274
3073,33571,23851
3074,49576,20758
3075,149641,25699
3076,92703,23305
3077,39680,8959
3078,55706,28224
3079,109854,18894
3080,116195,9848
3081,94527,29007
3082,145042,24752
3083,100565,16177
3084,78436,20690
3085,32774,29256
3086,46972,5679
3087,44048,28890
3088,128908,22131
3089,138724,22705
3090,136669,29311
3091,110225,25132
3092,112273,20942
3093,111550,27246
3094,117354,17342
3095,128737,9789
3096,106680,5533
3097,126537,23202
3098,87602,20534
3099,96403,23725
3100,57182,11694
3101,109876,10006
3102,107373,9545
3103,77059,14660
3104,38787,28611
3105,30393,9907
3106,91775,29362
3107,89454,9485
3108,42056,6235
3109,91483,15906
3110,138696,14900
3111,74957,20894
3112,58429,29039
3113,75909,6145
3114,82906,28804
3115,127435,19476
3116,127757,6475
3117,116290,24305
3118,74389,15047
3119,50905,17156
3120,119619,27063
3121,83730,20676
3122,87557,29080
3123,146814,26799
3124,136634,26322
3125,125157,6604
3126,116113,19932
3127,132264,18593
3128,96199,16471
3129,77301,10047
3130,114752,15196
3131,77259,13175
3132,104801,29003
3133,34574,27501
3134,118291,29313
3135,86776,19983
3136,126777,6836
3137,118212,27288
3138,117097,18992
3139,54737,11476
3140,53390,21069
3141,121612,28657
3142,82330,14316
3143,101082,22766
3144,83642,14962
3145,51280,8400
3146,128489,29440
3147,51037,18929
3148,146668,29610
3149,149229,23588
3150,70576,24728
3151,58564,24398
3152,129133,29303
3153,115439,17494
3154,126342,14972
3155,141864,6628
3156,119928,11764
3157,58087,14521
3158,139824,10745
3159,139844,14751
3160,117829,6290
3161,106213,28394
3162,42803,23970
3163,142192,11123
3164,76002,9930
3165,96761,7550
3166,101310,22339
3167,108579,13771
3168,46163,15129
3169,98380,21340
3170,102883,23381
3171,81885,11983
3172,116340,14857
3173,66764,28513
3174,122782,7130
3175,92126,28593
3176,137994,27683
3177,97224,8740
3178,77055,23884
3179,81599,28835
3180,112787,10307
3181,108040,17904
3182,69720,11767
3183,123120,22881
3184,74484,18582
3185,144067,8144
3186,68852,15143
3187,43219,14651
3188,138508,13025
3189,120351,21676
3190,78865,13846
3191,84457,16176
3192,120159,24188
3193,66817,12604
3194,98993,12139
3195,123391,21211
3196,82380,12828
3197,80400,11203
3198,145855,23005
3199,66258,12871
3200,111006,19662
3201,78957,9014
3202,141466,16445
3203,48281,16038
3204,107264,18072
3205,81331,18054
3206,75680,8505
3207,68723,13710
3208,40162,24069
3209,124808,19418
3210,131024,21411
3211,138877,5265
3212,81095,14498
3213,41338,19732
3214,117832,28489
3215,41675,28290
3216,119606,26459
3217,50080,27203
